institutioncode,institution,collectioncode,catalognumber,recordnumber,scientificname,kingdom,phylum,class,order,family,clade,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,vernacularname,sex
UWBM,University of Washington Burke Museum,Bird,100759,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,118925,,Amazilia beryllina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,beryllina,,species,,Berylline Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,118926,,Amazilia beryllina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,beryllina,,species,,Berylline Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118927,,Amazilia beryllina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,beryllina,,species,,Berylline Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118928,,Amazilia beryllina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,beryllina,,species,,Berylline Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118929,,Eupherusa cyanophrys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,cyanophrys,,species,,Oaxaca Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118930,,Eupherusa cyanophrys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,cyanophrys,,species,,Oaxaca Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118931,,Eupherusa cyanophrys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,cyanophrys,,species,,Oaxaca Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118933,,Eupherusa cyanophrys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,cyanophrys,,species,,Oaxaca Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,118934,,Amazilia beryllina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,beryllina,,species,,Berylline Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118935,,Amazilia beryllina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,beryllina,,species,,Berylline Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118940,,Eupherusa cyanophrys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,cyanophrys,,species,,Oaxaca Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,118941,,Basilinna leucotis,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Basilinna,,leucotis,,species,,White-eared Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118942,,Eupherusa cyanophrys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,cyanophrys,,species,,Oaxaca Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,118953,,Amazilia beryllina,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,beryllina,,species,,Berylline Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,118958,,Eupherusa cyanophrys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Eupherusa,,cyanophrys,,species,,Oaxaca Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,123258,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,123330,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,123331,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,123332,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,123381,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,123498,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,123627,,Amazilia tzacatl,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Amazilia,,tzacatl,,species,,Rufous-tailed Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,123672,,Thalurania colombica,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Emeralds,Thalurania,,colombica,,species,,Crowned Woodnymph,female
UWBM,University of Washington Burke Museum,Bird,77153,,Aglaiocercus kingii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Coquettes,Aglaiocercus,,kingii,,,,Long-tailed Sylph,male
UWBM,University of Washington Burke Museum,Bird,77162,,Adelomyia melanogenys,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Coquettes,Adelomyia,,melanogenys,,,,Speckled Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,77159,,Ocreatus underwoodii,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Brilliants,Ocreatus,,underwoodii,,,,White-booted Racket-tail,male
UWBM,University of Washington Burke Museum,Bird,77170,,Eriocnemis glaucopoides,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Brilliants,Eriocnemis,,glaucopoides,,species,,Blue-capped Puffleg,female
UWBM,University of Washington Burke Museum,Bird,36727,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,36728,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,,,Calliope Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,36784,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,37522,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,37523,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,38766,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,40360,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,40361,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,43057,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,43058,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,43059,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,43060,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,45620,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,45909,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,45922,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,48363,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,48374,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,49825,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,51393,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,53651,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,54058,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,54059,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,54064,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,56038,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,59382,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,62641,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,62992,,Selasphorus sasin,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,sasin,,species,,Allen's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,64429,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,64438,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,64439,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,64501,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,64552,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,64962,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,67866,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,67867,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,72971,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,72972,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,72973,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,73960,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,74548,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,74549,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,76068,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,76115,,Selasphorus platycercus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,platycercus,,species,,Broad-tailed Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,76750,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,76752,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,77538,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,77578,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,77760,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,77762,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,77763,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,79108,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,79285,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,79407,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,79655,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,79697,,Calypte costae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,costae,,species,,Costa's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,79742,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,79743,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,80021,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,80043,,Archilochus alexandri,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,80160,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,80161,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,80212,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,80276,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,80540,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,81100,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,81377,,Calypte costae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,costae,,species,,Costa's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,81584,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,81728,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,84131,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,84195,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,84224,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,84248,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,84271,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,84300,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,84302,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,84360,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,84745,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,84761,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,85238,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,85412,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,85416,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,85964,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,85965,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,86001,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,86002,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,86027,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,86040,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,86050,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,86064,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,86212,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,86233,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,86237,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,86337,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,86423,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,86436,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,86437,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,86445,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,87159,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,87366,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,87367,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,87737,,Selasphorus calliope,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,calliope,,species,,Calliope Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,88651,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,88652,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,88798,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,88855,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,88860,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,88861,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,88865,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,88870,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,undetermined
UWBM,University of Washington Burke Museum,Bird,89535,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,90016,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,90054,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,90056,,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Selasphorus,,rufus,,species,,Rufous Hummingbird,female
UWBM,University of Washington Burke Museum,Bird,90069,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
UWBM,University of Washington Burke Museum,Bird,90071,,Calypte anna,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Bees,Calypte,,anna,,species,,Anna's Hummingbird,male
