YPM,VZ,YPM ORN 142247,,Archilochus alexandri,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
MSB,Bird specimens,MSB:Bird:60405,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"heart, liver, muscle (frozen); wing, spread (dry)",
MSB,Bird specimens,MSB:Bird:60517,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"heart, liver, muscle (frozen); wing, spread (dry)",
UWBM,Bird,116367,,Archilochus alexandri,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,116479,,Archilochus alexandri,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,116494,,Archilochus alexandri,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male,present,round/wing | tissue,
YPM,VZ,YPM ORN 141065,,Archilochus alexandri,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141064,,Archilochus alexandri,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
MSB,Bird specimens,MSB:Bird:60406,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"heart, liver, muscle (frozen); wing, spread (dry)",
MSB,Bird specimens,MSB:Bird:60478,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"muscle (frozen); wing, spread (dry)",
MSB,Bird specimens,MSB:Bird:60485,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"muscle (frozen); wing, spread (dry)",
MSB,Bird specimens,MSB:Bird:60487,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"muscle (frozen); wing, spread (dry)",
MSB,Bird specimens,MSB:Bird:60488,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"muscle (frozen); wing, spread (dry)",
MSB,Bird specimens,MSB:Bird:60521,,Archilochus alexandri,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,alexandri,,species,,,,,"heart, liver, muscle (frozen); wing, spread (dry)",
UF,Birds,50116,ANDREW W. KRATTER 4155,Archilochus alexandri,,|  | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,,female,present,SKEL+WING+TAIL,
UWBM,Bird,116487,,Archilochus alexandri,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,Black-chinned Hummingbird,male,present,round/wing | tissue,
YPM,VZ,YPM ORN 141070,,Archilochus alexandri,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141075,,Archilochus alexandri,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142253,,Archilochus alexandri,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,Species,,Black-chinned Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
CM,Birds,S13854,,Archilochus alexandri,,Apodiformes | Trochilidae |  | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,,male,present,Skeleton and Wing | tissue,
LSUMZ,Birds,165682,,Archilochus alexandri,,|  |  |  |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,,,present,Skeleton & Spread Wing,
LSUMZ,Birds,157240,,Archilochus alexandri,,|  |  |  |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,alexandri,,species,,,,present,Skeleton & Spread Wing,
CUMV,Bird,44079,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,present,spread wing; study skin,
DMNH,Bird,82652,,Archilochus colubris,,Trochiliformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,undetermined,present,"wing, skel",
DMNH,Bird,82653,,Archilochus colubris,,Trochiliformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,present,skeleton | wing,
DMNH,Bird,82705,,Archilochus colubris,,Trochiliformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,undetermined,present,skeleton | wing,
ROM,Birds,102351,,Archilochus colubris,,Animalia; Chordata; Aves; Apodiformes; Trochilidae; Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,,,,male,,skeleton; wing,in collection
UMMZ,birds,245695,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,,Tissue; Y; |Skin; Y; |Wings_tail; Y; left wing spread;,
UMMZ,birds,245665,B877-16,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,[m],,Tissue; Y; |Wings_tail; Y; L spread wing; |Skel; Y;,
UMMZ,birds,245707,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,,Wings_tail; Y; right wing spread; |Skel; Y; |Tissue; Y;,
UMMZ,birds,245685,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,,Tissue; Y; |Wings_tail; Y; L spread wing; |Skel; Y;,
UWBM,Bird,45909,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male,present,round skin | wing,
UWBM,Bird,56038,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male,present,wing,
UWBM,Bird,67866,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,86337,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male,present,round skin | wing,
UWBM,Bird,86445,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,undetermined,present,round skin | wing,
YPM,VZ,YPM ORN 141924,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 141923,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142600,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 142800,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (cranium & brain preserved in formalin & donated to University of Alberta for neuroscience research); wing; tissue frozen",
DMNH,Bird,74086,,Archilochus colubris,,Trochiliformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,present,skeleton | wing,
DMNH,Bird,79342,TSBR 91-1324,Archilochus colubris,,Trochiliformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,present,skeleton | wing,
DMNH,Bird,79483,,Archilochus colubris,,Trochiliformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,present,skeleton | wing,
DMNH,Bird,84111,,Archilochus colubris,,Trochiliformes | Trochilidae | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,present,skeleton | wing,
MLZ,Bird specimens,MLZ:Bird:68976,,Archilochus colubris,,Animalia; Chordata; Aves; Caprimulgiformes; Trochilidae; Trochilinae;,Animalia,Chordata,Aves,Caprimulgiformes,Trochilidae,Archilochus,,colubris,,species,,,female,,"tissue; wing, spread (dry)",
OMNH,Birds,16948,,Archilochus colubris,,,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,,,Ruby-throated Hummingbird,male,,"Skeleton, Spread Wing, Tail",
UMMZ,birds,245696,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,,Wings_tail; Y; left wing spread; |Tissue; Y; |Skin; Y;,
UMMZ,birds,245655,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,,Skel; Y; |Tissue; Y; |Wings_tail; Y; L spread wing;,
UMMZ,birds,245603,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,,Skin; Y; |Tissue; Y; |Wings_tail; Y; left wing spread;,
UMMZ,birds,245704,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,,Wings_tail; Y; left wing spread; |Skel; Y; |Tissue; Y;,
UMMZ,birds,245555,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,[f],,Skin; Y; |Wings_tail; Y; L wing spread; |Tissue; Y;,
UMMZ,birds,245697,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,,Tissue; Y; |Wings_tail; Y; right wing spread; |Skin; Y;,
UMMZ,birds,245604,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,,Tissue; Y; |Skin; Y; |Wings_tail; Y; left wing spread;,
UMMZ,birds,245724,,Archilochus colubris,,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,[f],,Skel; Y; |Wings_tail; Y; left wing spread; |Tissue; Y;,
UWBM,Bird,45620,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male,present,round skin | wing,
UWBM,Bird,45922,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female,present,skeleton | wing,
UWBM,Bird,49825,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female,present,skeleton | wing,
UWBM,Bird,67867,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male,present,round/wing | tissue,
UWBM,Bird,84745,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,female,present,round/wing | tissue,
UWBM,Bird,84761,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,undetermined,present,round/wing | tissue,
UWBM,Bird,85238,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,undetermined,present,round/wing | tissue,
UWBM,Bird,86436,,Archilochus colubris,,Animalia | Chordata | Aves | Apodiformes | Trochilidae |  | Archilochus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,Ruby-throated Hummingbird,male,present,round skin | wing,
YPM,VZ,YPM ORN 141926,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round; wing",
YPM,VZ,YPM ORN 147734,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round (bill broken); wing; tissue frozen",
YPM,VZ,YPM ORN 141925,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
OMNH,Birds,16050,,Archilochus colubris,,,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,,,Ruby-throated Hummingbird,male,,"Skeleton, Spread Wing",
YPM,VZ,YPM ORN 142801,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (cranium & brain preserved in formalin & donated to University of Alberta for neuroscience research); wing; tissue frozen",
YPM,VZ,YPM ORN 142802,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,"skin, round (cranium & brain preserved in formalin & donated to University of Alberta for neuroscience research); wing; tissue frozen",
YPM,VZ,YPM ORN 141767,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 147903,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 145882,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,male,,"skin, round; wing; tissue frozen",
YPM,VZ,YPM ORN 146243,,Archilochus colubris,,Animalia; Chordata; Vertebrata; Amniota; Aves; Neornithes; Neognathae; Apodiformes; Trochilidae; Trochilinae,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,Species,,Ruby-throated Hummingbird; Hummingbirds; Birds; vertebrates; chordates; animals,female,,skeleton; wing; tissue frozen,
CM,Birds,S12203,,Archilochus colubris,,Apodiformes | Trochilidae |  | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,male,present,Skeleton and Wing | tissue,
CM,Birds,S12206,,Archilochus colubris,,Apodiformes | Trochilidae |  | ARCHILOCHUS,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,,colubris,,species,,,female,present,Skeleton and Wing | tissue,
